appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
628090,NOBUNAGA'S AMBITION: Haouden with Power Up Kit,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,9,6,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,7
666660,Castles,Quicksilver Software,interplay,,8,5,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
668830,Raid On Coasts,Outlaw Wars,Outlaw Wars,,27,28,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
683890,Operation Sheep Defense,spdr870,spdr870,,20,2,0,"0 .. 20,000",0,0,0,0,0.99,0.99,0,1
686570,Freedom Defender,League of Sweat Ent.,League of Sweat Ent.,,93,49,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
708950,Steam Tactics,Igor Rashkuev,Igor Rashkuev,,46,6,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
575890,Katy and Bob Way Back Home,Creobit,8Floor,,84,22,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
611300,Task Force,Tracer Interactive,Tracer Interactive,,307,99,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
617850,Jaws Of Extinction,KYE Creations,Forthright Entertainment,,205,145,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,1
711460,Duel Survival,Tech Warrior-Dylan Dugan,Tech Warrior-Dylan Dugan,,0,2,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
595420,Franchise Hockey Manager 4,"Out of the Park Developments, Minos Games",Out of the Park Developments,,93,52,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,1
659920,Transports,Jens P. Behrens,Jens P. Behrens,,69,34,0,"0 .. 20,000",0,0,0,0,17.99,17.99,0,0
704830,Esports Life: Ep.1 - Dreams of Glory,U-Play Online,"U-Play Online, ",,107,96,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
633660,Onimod Land,Astralax,Astralax,,15,3,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
724110,PlayUSA,"Sebastian Havens, Papɛя","Gavisus Games, Gavisus",,20,28,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
662540,Haque,SuperTry Studios,SuperTry Studios,,135,22,0,"0 .. 20,000",0,0,0,0,14.99,14.99,0,0
773640,Colony On Mars,"Nikita ""Ghost_RUS""",Ghost_RUS Games,,10,35,0,"0 .. 20,000",0,0,0,0,0.99,0.99,0,0
797190,Survive: The king killer,WhackAKey Games,Conglomerate 5,,5,17,0,"0 .. 20,000",0,0,0,0,0.99,0.99,0,0
793260,Army of Squirrels,Jumibois,Spawn Point OSK,,11,6,0,"0 .. 20,000",0,0,0,0,0.99,0.99,0,0
780580,Lost in the Dungeon,Eggon Srl,Eggon Srl,,72,46,0,"0 .. 20,000",0,0,0,0,5.99,5.99,0,0
727760,Umiro,Diceroll Studios,Devolver Digital,,108,27,0,"0 .. 20,000",0,0,0,0,2.99,2.99,0,0
791390,Mr Dirt Poor 吃土计划,Lcc,Lcc,,5,12,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
758100,E-Startup : Legacy,Polytale,Polytale,,79,76,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
857680,Catan VR,Experiment 7,Experiment 7,,67,24,0,"0 .. 20,000",0,0,0,0,14.99,14.99,0,0
771820,Rookie Math Pro,Futureantics Pty Ltd,Futureantics Pty Ltd,,1,2,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
878240,Adva-lines,Mindfog games,Mindfog games,,11,9,0,"0 .. 20,000",0,0,0,0,6.99,6.99,0,0
922880,Siberian Dawn,Winterflood,Winterflood,,9,13,0,"0 .. 20,000",0,0,0,0,5.99,5.99,0,0
814870,Monads,Team Monad,Team Monad,,7,3,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
942050,2048,"Lucas Alexander Visual Arts, Nicolai Clemmensen, Gabriele Cirulli",Lucas Alexander Visual Arts,,117,22,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,1
